Measure,Date,Value
North Atlantic,10-20-1993,34.37
North Pacific,10-20-1993,45.79
Pacific Ocean,10-20-1993,-7.28
Persian Gulf,10-20-1993,53.53
Sea Japan,10-20-1993,80.05
South China,10-20-1993,17.6
Southern Ocean,10-20-1993,-39.13
Tropics,10-20-1993,-6.94
World,10-20-1993,-8.05
Yellow Sea,10-20-1993,32.99
Adriatic Sea,10-21-1993,55.19
Andaman Sea,11-08-1993,-0.04
Baltic Sea,11-08-1993,-176.25
Bay Bengal,11-08-1993,23.37
North Sea,11-08-1993,26.11
Persian Gulf,11-08-1993,68.73
Sea Japan,11-08-1993,-5.15
Sea Okhotsk,11-08-1993,-10.29
South China,11-08-1993,18.7
Arabian Sea,11-09-1993,-17.36
Atlantic Ocean,11-09-1993,9.99
Bering Sea,11-09-1993,20.15
Caribbean Sea,11-09-1993,47.82
Gulf Mexico,11-09-1993,65.55
Indian Ocean,11-09-1993,-2.33
Indonesian,11-09-1993,-74.49
Mediterranean,11-09-1993,81.32
Nino,11-09-1993,9.77
North Atlantic,11-09-1993,35.97
North Pacific,11-09-1993,23.89
Pacific Ocean,11-09-1993,-15.38
Southern Ocean,11-09-1993,-21.93
Tropics,11-09-1993,-5.64
World,11-09-1993,-5.15
Yellow Sea,11-09-1993,18.99
Adriatic Sea,11-10-1993,97.89
Andaman Sea,11-18-1993,106.96
Baltic Sea,11-18-1993,-91.45
Mediterranean,11-18-1993,-23.88
North Sea,11-18-1993,91.71
Sea Japan,11-18-1993,35.95
Sea Okhotsk,11-18-1993,-31.59
South China,11-18-1993,-3
Arabian Sea,11-19-1993,-34.56
Atlantic Ocean,11-19-1993,2.29
Bay Bengal,11-19-1993,8.27
Bering Sea,11-19-1993,-6.55
Caribbean Sea,11-19-1993,20.12
Gulf Mexico,11-19-1993,24.25
Indian Ocean,11-19-1993,-16.03
Indonesian,11-19-1993,-56.29
Nino,11-19-1993,4.47
North Atlantic,11-19-1993,18.47
North Pacific,11-19-1993,17.79
Pacific Ocean,11-19-1993,-17.48
Persian Gulf,11-19-1993,90.33
Southern Ocean,11-19-1993,-28.53
Tropics,11-19-1993,-9.84
World,11-19-1993,-11.75
Yellow Sea,11-19-1993,6.79
Adriatic Sea,11-20-1993,-69.11
Andaman Sea,11-28-1993,111.16
Baltic Sea,11-28-1993,-216.05
Bay Bengal,11-28-1993,8.17
Gulf Mexico,11-28-1993,10.25
Mediterranean,11-28-1993,-9.38
North Sea,11-28-1993,2.11
Sea Japan,11-28-1993,-70.05
Sea Okhotsk,11-28-1993,-70.19
South China,11-28-1993,19.6
Arabian Sea,11-29-1993,-65.16
Atlantic Ocean,11-29-1993,0.29
Bering Sea,11-29-1993,-53.65
Caribbean Sea,11-29-1993,5.22
Indian Ocean,11-29-1993,-35.83
Indonesian,11-29-1993,-51.39
Nino,11-29-1993,-1.03
North Atlantic,11-29-1993,21.27
North Pacific,11-29-1993,3.29
Pacific Ocean,11-29-1993,-9.78
Persian Gulf,11-29-1993,-27.67
Southern Ocean,11-29-1993,-24.13
Tropics,11-29-1993,-13.14
World,11-29-1993,-13.35
Yellow Sea,11-29-1993,-73.41
Adriatic Sea,11-30-1993,21.29
Andaman Sea,12-08-1993,25.46
Arabian Sea,12-08-1993,-55.16
Baltic Sea,12-08-1993,-306.05
Bay Bengal,12-08-1993,-7.93
Bering Sea,12-08-1993,-54.65
Gulf Mexico,12-08-1993,12.05
Indian Ocean,12-08-1993,-28.53
Mediterranean,12-08-1993,19.72
Nino,12-08-1993,-6.93
North Pacific,12-08-1993,13.49
North Sea,12-08-1993,-19.29
Pacific Ocean,12-08-1993,-9.68
Persian Gulf,12-08-1993,47.93
Sea Japan,12-08-1993,-47.95
Sea Okhotsk,12-08-1993,-60.39
South China,12-08-1993,21.3
Southern Ocean,12-08-1993,-17.13
Tropics,12-08-1993,-14.84
World,12-08-1993,-12.15
Adriatic Sea,12-09-1993,49.29
Atlantic Ocean,12-09-1993,-0.41
Caribbean Sea,12-09-1993,8.22
Indonesian,12-09-1993,-43.09
North Atlantic,12-09-1993,13.47
Yellow Sea,12-09-1993,-87.51
Baltic Sea,12-17-1993,-212.85
Andaman Sea,12-18-1993,18.86
Arabian Sea,12-18-1993,-31.66
Atlantic Ocean,12-18-1993,-3.81
Bay Bengal,12-18-1993,24.97
Bering Sea,12-18-1993,-25.05
Gulf Mexico,12-18-1993,-5.05
Indian Ocean,12-18-1993,-17.13
Indonesian,12-18-1993,4.91
Mediterranean,12-18-1993,4.72
Nino,12-18-1993,-1.13
North Pacific,12-18-1993,13.99
North Sea,12-18-1993,-83.49
Pacific Ocean,12-18-1993,-3.48
Persian Gulf,12-18-1993,69.83
Sea Japan,12-18-1993,-34.85
Sea Okhotsk,12-18-1993,-0.79
South China,12-18-1993,89.8
Southern Ocean,12-18-1993,-8.23
Tropics,12-18-1993,-6.44
World,12-18-1993,-5.85
Adriatic Sea,12-19-1993,4.99
Caribbean Sea,12-19-1993,1.42
North Atlantic,12-19-1993,0.07
Yellow Sea,12-19-1993,-86.61
Baltic Sea,12-27-1993,7.75
Andaman Sea,12-28-1993,57.06
Arabian Sea,12-28-1993,-16.86
Atlantic Ocean,12-28-1993,-1.31
Bay Bengal,12-28-1993,38.47
Bering Sea,12-28-1993,8.35
Gulf Mexico,12-28-1993,-34.85
Indian Ocean,12-28-1993,-13.93
Indonesian,12-28-1993,28.41
Mediterranean,12-28-1993,0.82
Nino,12-28-1993,-1.33
North Atlantic,12-28-1993,2.47
North Pacific,12-28-1993,2.79
North Sea,12-28-1993,-70.19
Pacific Ocean,12-28-1993,-6.68
Sea Japan,12-28-1993,-14.05
Sea Okhotsk,12-28-1993,6.21
South China,12-28-1993,64.3
Southern Ocean,12-28-1993,-6.83
Tropics,12-28-1993,-5.54
World,12-28-1993,-5.25
Adriatic Sea,12-29-1993,9.79
Caribbean Sea,12-29-1993,0.92
Persian Gulf,12-29-1993,71.23
Yellow Sea,12-29-1993,-66.51
Baltic Sea,01-06-1994,-106.65
Sea Okhotsk,01-06-1994,-1.29
Andaman Sea,01-07-1994,-1.44
Arabian Sea,01-07-1994,3.84
Atlantic Ocean,01-07-1994,-13.81
Bay Bengal,01-07-1994,35.27
Bering Sea,01-07-1994,6.35
Gulf Mexico,01-07-1994,-50.75
Indian Ocean,01-07-1994,-19.93
Indonesian,01-07-1994,5.91
Mediterranean,01-07-1994,28.02
Nino,01-07-1994,-14.13
North Atlantic,01-07-1994,-22.73
North Pacific,01-07-1994,-15.61
North Sea,01-07-1994,-126.89
Pacific Ocean,01-07-1994,-15.88
Persian Gulf,01-07-1994,1.03
Sea Japan,01-07-1994,-35.75
South China,01-07-1994,-31.4
Southern Ocean,01-07-1994,-15.93
Tropics,01-07-1994,-14.94
World,01-07-1994,-15.15
Adriatic Sea,01-08-1994,50.69
Caribbean Sea,01-08-1994,-2.98
Yellow Sea,01-08-1994,-56.81
Baltic Sea,01-16-1994,-113.15
Sea Okhotsk,01-16-1994,-23.39
Andaman Sea,01-17-1994,-55.54
Arabian Sea,01-17-1994,8.84
Atlantic Ocean,01-17-1994,-21.01
Bay Bengal,01-17-1994,29.27
Bering Sea,01-17-1994,-22.65
Caribbean Sea,01-17-1994,-18.98
Gulf Mexico,01-17-1994,-63.55
Indian Ocean,01-17-1994,-15.33
Indonesian,01-17-1994,-0.79
Mediterranean,01-17-1994,-5.38
Nino,01-17-1994,-13.73
North Atlantic,01-17-1994,-31.83
North Pacific,01-17-1994,-28.61
North Sea,01-17-1994,-29.79
Pacific Ocean,01-17-1994,-15.68
Persian Gulf,01-17-1994,89.53
Sea Japan,01-17-1994,7.95
South China,01-17-1994,-8.2
Southern Ocean,01-17-1994,-13.63
Tropics,01-17-1994,-14.14
World,01-17-1994,-16.15
Yellow Sea,01-17-1994,-36.81
Adriatic Sea,01-18-1994,12.39
Baltic Sea,01-26-1994,70.65
North Sea,01-26-1994,54.81
Sea Okhotsk,01-26-1994,-37.79
Andaman Sea,01-27-1994,-64.54
Arabian Sea,01-27-1994,8.14
Atlantic Ocean,01-27-1994,-31.21
Bay Bengal,01-27-1994,17.77
Bering Sea,01-27-1994,-34.05
Caribbean Sea,01-27-1994,-33.28
Gulf Mexico,01-27-1994,-92.55
Indian Ocean,01-27-1994,-8.03
Indonesian,01-27-1994,19.51
Mediterranean,01-27-1994,-138.28
Nino,01-27-1994,-21.43
North Atlantic,01-27-1994,-48.53
North Pacific,01-27-1994,-38.31
Pacific Ocean,01-27-1994,-15.68
Persian Gulf,01-27-1994,47.23
Sea Japan,01-27-1994,-33.85
South China,01-27-1994,7.3
Southern Ocean,01-27-1994,-5.83
Tropics,01-27-1994,-17.84
World,01-27-1994,-18.55
Yellow Sea,01-27-1994,-101.01
Adriatic Sea,01-28-1994,-146.81
Baltic Sea,02-04-1994,255.25
Andaman Sea,02-05-1994,-61.54
North Sea,02-05-1994,-145.89
Persian Gulf,02-05-1994,-39.77
Sea Okhotsk,02-05-1994,-49.39
Arabian Sea,02-06-1994,-4.86
Atlantic Ocean,02-06-1994,-24.51
Bay Bengal,02-06-1994,12.57
Bering Sea,02-06-1994,-6.35
Caribbean Sea,02-06-1994,-26.18
Gulf Mexico,02-06-1994,-73.85
Indian Ocean,02-06-1994,-10.83
Indonesian,02-06-1994,-7.89
Mediterranean,02-06-1994,-110.78
Nino,02-06-1994,-33.43
North Atlantic,02-06-1994,-47.73
North Pacific,02-06-1994,-48.61
Pacific Ocean,02-06-1994,-19.88
Sea Japan,02-06-1994,-88.65
South China,02-06-1994,-56.1
Southern Ocean,02-06-1994,-0.53
Tropics,02-06-1994,-23.44
World,02-06-1994,-20.85
Yellow Sea,02-06-1994,-154.41
Adriatic Sea,02-07-1994,-79.61
Andaman Sea,02-15-1994,-88.14
Baltic Sea,02-15-1994,-2.45
Bay Bengal,02-15-1994,15.47
Mediterranean,02-15-1994,-13.48
North Sea,02-15-1994,-143.89
Arabian Sea,02-16-1994,1.24
Atlantic Ocean,02-16-1994,-24.11
Bering Sea,02-16-1994,-33.65
Caribbean Sea,02-16-1994,-30.08
Gulf Mexico,02-16-1994,-47.65
Indian Ocean,02-16-1994,-9.23
Indonesian,02-16-1994,20.81
Nino,02-16-1994,-38.73
North Atlantic,02-16-1994,-52.63
North Pacific,02-16-1994,-38.11
Pacific Ocean,02-16-1994,-20.18
Persian Gulf,02-16-1994,-90.07
Sea Japan,02-16-1994,-76.15
Sea Okhotsk,02-16-1994,-30.19
South China,02-16-1994,-72.4
Southern Ocean,02-16-1994,4.57
Tropics,02-16-1994,-25.14
World,02-16-1994,-19.75
Yellow Sea,02-16-1994,-110.21
Adriatic Sea,02-17-1994,34.79
Andaman Sea,02-25-1994,-109.54
Baltic Sea,02-25-1994,-249.65
Bay Bengal,02-25-1994,0.67
Mediterranean,02-25-1994,-40.58
North Sea,02-25-1994,-125.09
Sea Okhotsk,02-25-1994,-7.19
South China,02-25-1994,-36.5
Arabian Sea,02-26-1994,19.04
Atlantic Ocean,02-26-1994,-9.11
Bering Sea,02-26-1994,-17.65
Caribbean Sea,02-26-1994,-29.78
Gulf Mexico,02-26-1994,-39.25
Indian Ocean,02-26-1994,-9.73
Indonesian,02-26-1994,51.81
Nino,02-26-1994,-33.33
North Atlantic,02-26-1994,-54.83
North Pacific,02-26-1994,-45.01
Pacific Ocean,02-26-1994,-16.78
Persian Gulf,02-26-1994,-67.47
Sea Japan,02-26-1994,-75.75
Southern Ocean,02-26-1994,12.07
Tropics,02-26-1994,-17.04
World,02-26-1994,-13.75
Yellow Sea,02-26-1994,-87.31
Adriatic Sea,02-27-1994,-19.31
Andaman Sea,03-07-1994,-81.54
Baltic Sea,03-07-1994,-350.45
Bay Bengal,03-07-1994,-8.63
Bering Sea,03-07-1994,-12.65
Gulf Mexico,03-07-1994,-84.05
Indian Ocean,03-07-1994,-6.83
Indonesian,03-07-1994,33.41
Mediterranean,03-07-1994,-107.78
Nino,03-07-1994,-25.93
North Pacific,03-07-1994,-47.81
North Sea,03-07-1994,-33.99
Persian Gulf,03-07-1994,12.03
Sea Japan,03-07-1994,-67.25
South China,03-07-1994,-31.4
Southern Ocean,03-07-1994,15.07
Adriatic Sea,03-08-1994,-135.41
Arabian Sea,03-08-1994,12.74
Atlantic Ocean,03-08-1994,-18.61
Caribbean Sea,03-08-1994,-46.08
North Atlantic,03-08-1994,-64.03
Pacific Ocean,03-08-1994,-10.28
Sea Okhotsk,03-08-1994,-12.19
Tropics,03-08-1994,-14.24
World,03-08-1994,-13.25
Yellow Sea,03-08-1994,-90.61
Baltic Sea,03-26-1994,51.85
Sea Okhotsk,03-26-1994,-46.29
Andaman Sea,03-27-1994,-85.74
Arabian Sea,03-27-1994,23.74
Atlantic Ocean,03-27-1994,-29.01
Bay Bengal,03-27-1994,-3.93
Gulf Mexico,03-27-1994,-95.95
Indian Ocean,03-27-1994,-3.73
Indonesian,03-27-1994,25.21
Mediterranean,03-27-1994,-150.58
Nino,03-27-1994,-23.63
North Pacific,03-27-1994,-65.31
North Sea,03-27-1994,-92.59
Pacific Ocean,03-27-1994,-15.78
Persian Gulf,03-27-1994,-63.77
Sea Japan,03-27-1994,-70.85
South China,03-27-1994,-9.7
Southern Ocean,03-27-1994,10.07
Tropics,03-27-1994,-17.24
World,03-27-1994,-18.35
Adriatic Sea,03-28-1994,-131.11
Bering Sea,03-28-1994,-55.55
Caribbean Sea,03-28-1994,-47.18
North Atlantic,03-28-1994,-73.83
Yellow Sea,03-28-1994,-108.61
Baltic Sea,04-05-1994,14.15
Andaman Sea,04-06-1994,-37.34
Atlantic Ocean,04-06-1994,-26.51
Bay Bengal,04-06-1994,-10.73
Bering Sea,04-06-1994,-25.05
Gulf Mexico,04-06-1994,-58.35
Indian Ocean,04-06-1994,-8.03
Indonesian,04-06-1994,24.11
Mediterranean,04-06-1994,-137.88
Nino,04-06-1994,-23.03
North Pacific,04-06-1994,-45.01
North Sea,04-06-1994,-179.59
Pacific Ocean,04-06-1994,-11.48
Persian Gulf,04-06-1994,-34.17
Sea Japan,04-06-1994,-69.15
Sea Okhotsk,04-06-1994,-25.79
South China,04-06-1994,-72.3
Southern Ocean,04-06-1994,2.17
Tropics,04-06-1994,-12.94
World,04-06-1994,-16.15
Adriatic Sea,04-07-1994,-109.41
Arabian Sea,04-07-1994,40.54
Caribbean Sea,04-07-1994,-30.48
North Atlantic,04-07-1994,-64.43
Yellow Sea,04-07-1994,-57.81
Baltic Sea,04-15-1994,-71.05
Andaman Sea,04-16-1994,-47.54
Arabian Sea,04-16-1994,50.94
Atlantic Ocean,04-16-1994,-26.01
Bay Bengal,04-16-1994,3.97
Bering Sea,04-16-1994,-36.55
Gulf Mexico,04-16-1994,-55.85
Indian Ocean,04-16-1994,-7.83
Indonesian,04-16-1994,-6.19
Mediterranean,04-16-1994,-91.78
Nino,04-16-1994,-19.73
North Atlantic,04-16-1994,-79.33
North Pacific,04-16-1994,-42.51
North Sea,04-16-1994,-151.19
Pacific Ocean,04-16-1994,-8.68
Persian Gulf,04-16-1994,24.43
Sea Japan,04-16-1994,-47.05
Sea Okhotsk,04-16-1994,-46.79
South China,04-16-1994,-45.7
Southern Ocean,04-16-1994,8.67
Tropics,04-16-1994,-12.44
World,04-16-1994,-14.05
Adriatic Sea,04-17-1994,-56.51
Caribbean Sea,04-17-1994,-31.08
Yellow Sea,04-17-1994,-53.61
Baltic Sea,04-25-1994,-142.05
Andaman Sea,04-26-1994,-75.44
Arabian Sea,04-26-1994,54.04
Atlantic Ocean,04-26-1994,-22.71
Bay Bengal,04-26-1994,14.67
Bering Sea,04-26-1994,-42.05
Caribbean Sea,04-26-1994,-17.68
Gulf Mexico,04-26-1994,-51.35
Indian Ocean,04-26-1994,-12.53
Indonesian,04-26-1994,-22.59
Mediterranean,04-26-1994,-40.58
Nino,04-26-1994,-17.53
North Atlantic,04-26-1994,-67.93
North Pacific,04-26-1994,-42.31
North Sea,04-26-1994,-141.79
Pacific Ocean,04-26-1994,-3.58
Persian Gulf,04-26-1994,-36.27
Sea Japan,04-26-1994,-12.55
Sea Okhotsk,04-26-1994,-39.89
South China,04-26-1994,-63.4
Southern Ocean,04-26-1994,7.87
Tropics,04-26-1994,-9.84
World,04-26-1994,-11.55
Adriatic Sea,04-27-1994,-28.51
Yellow Sea,04-27-1994,-35.21
Andaman Sea,05-05-1994,26.56
Baltic Sea,05-05-1994,-60.55
Arabian Sea,05-06-1994,70.34
Atlantic Ocean,05-06-1994,-21.11
Bay Bengal,05-06-1994,24.67
Bering Sea,05-06-1994,-28.95
Caribbean Sea,05-06-1994,-10.58
Gulf Mexico,05-06-1994,-63.95
Indian Ocean,05-06-1994,2.87
Indonesian,05-06-1994,-31.39
Mediterranean,05-06-1994,-61.08
Nino,05-06-1994,-21.03
North Atlantic,05-06-1994,-56.43
North Pacific,05-06-1994,-49.21
North Sea,05-06-1994,-60.59
Pacific Ocean,05-06-1994,-17.68
Persian Gulf,05-06-1994,-37.67
Sea Japan,05-06-1994,-73.35
Sea Okhotsk,05-06-1994,-60.19
South China,05-06-1994,-60
Southern Ocean,05-06-1994,-0.63
Tropics,05-06-1994,-11.14
World,05-06-1994,-15.35
Yellow Sea,05-06-1994,-58.91
Adriatic Sea,05-07-1994,-70.81
Baltic Sea,05-15-1994,-236.55
North Sea,05-15-1994,-100.19
Andaman Sea,05-16-1994,-20.64
Arabian Sea,05-16-1994,68.44
Atlantic Ocean,05-16-1994,-19.91
Bay Bengal,05-16-1994,12.17
Bering Sea,05-16-1994,-23.05
Caribbean Sea,05-16-1994,2.32
Gulf Mexico,05-16-1994,-47.85
Indian Ocean,05-16-1994,-3.63
Indonesian,05-16-1994,-62.59
Mediterranean,05-16-1994,-53.08
Nino,05-16-1994,-31.53
North Atlantic,05-16-1994,-52.03
North Pacific,05-16-1994,-48.81
Pacific Ocean,05-16-1994,-23.58
Persian Gulf,05-16-1994,-98.77
Sea Japan,05-16-1994,-128.75
Sea Okhotsk,05-16-1994,-35.39
South China,05-16-1994,-87.8
Southern Ocean,05-16-1994,-6.83
Tropics,05-16-1994,-18.24
World,05-16-1994,-20.25
Yellow Sea,05-16-1994,-80.51
Adriatic Sea,05-17-1994,-24.01
Andaman Sea,05-25-1994,-46.74
Baltic Sea,05-25-1994,-267.05
Mediterranean,05-25-1994,-9.08
North Sea,05-25-1994,-38.19
Sea Japan,05-25-1994,-77.05
Sea Okhotsk,05-25-1994,-43.29
Arabian Sea,05-26-1994,70.24
Atlantic Ocean,05-26-1994,-15.31
Bay Bengal,05-26-1994,24.57
Bering Sea,05-26-1994,-41.25
Caribbean Sea,05-26-1994,11.92
Gulf Mexico,05-26-1994,-11.25
Indian Ocean,05-26-1994,-15.63
Indonesian,05-26-1994,-85.39
Nino,05-26-1994,-35.03
North Atlantic,05-26-1994,-46.13
North Pacific,05-26-1994,-49.01
Pacific Ocean,05-26-1994,-29.08
Persian Gulf,05-26-1994,-85.47
South China,05-26-1994,-80.7
Southern Ocean,05-26-1994,-14.33
Tropics,05-26-1994,-23.44
World,05-26-1994,-23.35
Yellow Sea,05-26-1994,-64.41
Adriatic Sea,05-27-1994,17.79
Baltic Sea,06-04-1994,-92.25
Bay Bengal,06-04-1994,15.67
Mediterranean,06-04-1994,-42.48
North Sea,06-04-1994,-33.49
Sea Japan,06-04-1994,-69.25
Sea Okhotsk,06-04-1994,-51.79
South China,06-04-1994,-61.1
Andaman Sea,06-05-1994,-42.94
Arabian Sea,06-05-1994,58.84
Atlantic Ocean,06-05-1994,-26.31
Bering Sea,06-05-1994,-16.55
Caribbean Sea,06-05-1994,-10.98
Gulf Mexico,06-05-1994,-21.55
Indian Ocean,06-05-1994,-12.63
Indonesian,06-05-1994,-80.79
Nino,06-05-1994,-28.33
North Atlantic,06-05-1994,-49.43
North Pacific,06-05-1994,-37.41
Pacific Ocean,06-05-1994,-18.48
Persian Gulf,06-05-1994,-54.27
Southern Ocean,06-05-1994,-15.03
Tropics,06-05-1994,-18.24
World,06-05-1994,-20.45
Yellow Sea,06-05-1994,-53.11
Adriatic Sea,06-06-1994,-56.71
Andaman Sea,06-14-1994,-2.54
Baltic Sea,06-14-1994,43.85
Mediterranean,06-14-1994,-53.18
North Sea,06-14-1994,-20.39
Sea Japan,06-14-1994,-62.55
Sea Okhotsk,06-14-1994,-26.39
South China,06-14-1994,-84.5
Arabian Sea,06-15-1994,32.84
Atlantic Ocean,06-15-1994,-25.91
Bay Bengal,06-15-1994,9.97
Bering Sea,06-15-1994,10.45
Caribbean Sea,06-15-1994,-23.38
Gulf Mexico,06-15-1994,-38.25
Indian Ocean,06-15-1994,-5.63
Indonesian,06-15-1994,-85.09
Nino,06-15-1994,-15.93
North Atlantic,06-15-1994,-43.43
North Pacific,06-15-1994,-24.41
Pacific Ocean,06-15-1994,-7.78
Persian Gulf,06-15-1994,-9.37
Southern Ocean,06-15-1994,-15.63
Tropics,06-15-1994,-8.54
World,06-15-1994,-14.05
Yellow Sea,06-15-1994,-45.91
Adriatic Sea,06-16-1994,-55.81
Baltic Sea,07-01-1994,102.25
Persian Gulf,07-01-1994,-77.77
North Sea,07-03-1994,-43.19
Andaman Sea,07-04-1994,43.56
Bay Bengal,07-04-1994,-4.83
Bering Sea,07-04-1994,-10.25
Caribbean Sea,07-04-1994,29.32
Gulf Mexico,07-04-1994,-7.25
Indian Ocean,07-04-1994,-30.83
Indonesian,07-04-1994,-128.89
Mediterranean,07-04-1994,-39.48
Nino,07-04-1994,-26.53
North Pacific,07-04-1994,-18.11
Pacific Ocean,07-04-1994,-16.68
Sea Japan,07-04-1994,-70.55
Sea Okhotsk,07-04-1994,-33.09
South China,07-04-1994,-91.6
Southern Ocean,07-04-1994,-30.53
Tropics,07-04-1994,-15.94
World,07-04-1994,-20.15
Arabian Sea,07-05-1994,3.24
Atlantic Ocean,07-05-1994,-12.21
North Atlantic,07-05-1994,-14.33
Yellow Sea,07-05-1994,-40.01
Adriatic Sea,07-07-1994,1.29
Baltic Sea,07-13-1994,9.65
Andaman Sea,07-14-1994,28.76
Arabian Sea,07-14-1994,-1.66
Atlantic Ocean,07-14-1994,-43.31
Bay Bengal,07-14-1994,-7.53
Gulf Mexico,07-14-1994,-16.15
Indian Ocean,07-14-1994,-25.53
Indonesian,07-14-1994,-124.29
Mediterranean,07-14-1994,-26.68
Nino,07-14-1994,-25.83
North Pacific,07-14-1994,9.19
North Sea,07-14-1994,-73.49
Pacific Ocean,07-14-1994,-1.18
Persian Gulf,07-14-1994,-18.77
Sea Japan,07-14-1994,-34.35
Sea Okhotsk,07-14-1994,-38.29
South China,07-14-1994,-59.8
Southern Ocean,07-14-1994,-32.63
Tropics,07-14-1994,-14.84
World,07-14-1994,-18.45
Adriatic Sea,07-15-1994,-54.61
Bering Sea,07-15-1994,4.95
Caribbean Sea,07-15-1994,11.72
North Atlantic,07-15-1994,-31.63
Yellow Sea,07-15-1994,36.69
Baltic Sea,07-23-1994,-75.35
Persian Gulf,07-23-1994,-5.87
Andaman Sea,07-24-1994,-34.44
Arabian Sea,07-24-1994,-40.56
Atlantic Ocean,07-24-1994,-45.61
Bay Bengal,07-24-1994,-4.33
Bering Sea,07-24-1994,12.15
Gulf Mexico,07-24-1994,-32.95
Indian Ocean,07-24-1994,-21.53
Indonesian,07-24-1994,-159.59
Mediterranean,07-24-1994,-40.08
Nino,07-24-1994,-27.93
North Atlantic,07-24-1994,-27.93
North Pacific,07-24-1994,9.19
North Sea,07-24-1994,-65.79
Pacific Ocean,07-24-1994,-2.18
Sea Japan,07-24-1994,-8.75
Sea Okhotsk,07-24-1994,-15.79
South China,07-24-1994,-76.5
Southern Ocean,07-24-1994,-28.13
Tropics,07-24-1994,-20.14
World,07-24-1994,-20.45
Adriatic Sea,07-25-1994,-57.71
Caribbean Sea,07-25-1994,14.82
Yellow Sea,07-25-1994,44.29
Baltic Sea,08-02-1994,-115.65
Andaman Sea,08-03-1994,2.16
Arabian Sea,08-03-1994,-41.36
Atlantic Ocean,08-03-1994,-21.11
Bay Bengal,08-03-1994,-30.43
Bering Sea,08-03-1994,0.35
Gulf Mexico,08-03-1994,5.75
Indian Ocean,08-03-1994,-3.63
Indonesian,08-03-1994,-163.99
Mediterranean,08-03-1994,5.82
Nino,08-03-1994,-18.73
North Atlantic,08-03-1994,4.07
North Pacific,08-03-1994,10.09
North Sea,08-03-1994,-34.59
Pacific Ocean,08-03-1994,-12.08
Persian Gulf,08-03-1994,8.33
Sea Japan,08-03-1994,33.45
Sea Okhotsk,08-03-1994,-35.99
South China,08-03-1994,-73.8
Southern Ocean,08-03-1994,-23.53
Tropics,08-03-1994,-17.44
World,08-03-1994,-15.55
Yellow Sea,08-03-1994,78.99
Adriatic Sea,08-04-1994,-3.01
Caribbean Sea,08-04-1994,24.92
Baltic Sea,08-12-1994,-128.25
Andaman Sea,08-13-1994,16.66
Arabian Sea,08-13-1994,-39.56
Atlantic Ocean,08-13-1994,-19.01
Bay Bengal,08-13-1994,-20.23
Bering Sea,08-13-1994,27.45
Caribbean Sea,08-13-1994,18.42
Gulf Mexico,08-13-1994,16.75
Indian Ocean,08-13-1994,-5.83
Indonesian,08-13-1994,-183.09
Mediterranean,08-13-1994,18.02
Nino,08-13-1994,-8.53
North Atlantic,08-13-1994,13.67
North Pacific,08-13-1994,32.49
North Sea,08-13-1994,31.61
Pacific Ocean,08-13-1994,-5.08
Persian Gulf,08-13-1994,43.73
Sea Japan,08-13-1994,79.45
Sea Okhotsk,08-13-1994,-31.19
South China,08-13-1994,-94.2
Southern Ocean,08-13-1994,-22.83
Tropics,08-13-1994,-14.74
World,08-13-1994,-11.65
Adriatic Sea,08-14-1994,-8.81
Yellow Sea,08-14-1994,101.29
Baltic Sea,08-22-1994,-51.55
Bay Bengal,08-22-1994,-52.43
Persian Gulf,08-22-1994,-5.57
Andaman Sea,08-23-1994,-21.04
Arabian Sea,08-23-1994,-47.46
Atlantic Ocean,08-23-1994,-14.31
Bering Sea,08-23-1994,19.35
Caribbean Sea,08-23-1994,27.12
Gulf Mexico,08-23-1994,10.95
Indian Ocean,08-23-1994,-20.83
Indonesian,08-23-1994,-178.19
Mediterranean,08-23-1994,22.32
Nino,08-23-1994,-5.73
North Atlantic,08-23-1994,20.17
North Pacific,08-23-1994,57.79
North Sea,08-23-1994,-23.39
Pacific Ocean,08-23-1994,5.22
Sea Japan,08-23-1994,92.05
Sea Okhotsk,08-23-1994,14.21
South China,08-23-1994,-40.6
Southern Ocean,08-23-1994,-22.13
Tropics,08-23-1994,-12.04
World,08-23-1994,-7.25
Adriatic Sea,08-24-1994,6.49
Yellow Sea,08-24-1994,125.49
Baltic Sea,09-01-1994,-24.35
North Sea,09-01-1994,2.81
Sea Okhotsk,09-01-1994,14.81
Andaman Sea,09-02-1994,-10.34
Arabian Sea,09-02-1994,-26.46
Atlantic Ocean,09-02-1994,-8.41
Bay Bengal,09-02-1994,-25.83
Bering Sea,09-02-1994,24.65
Caribbean Sea,09-02-1994,35.62
Gulf Mexico,09-02-1994,28.85
Indian Ocean,09-02-1994,-14.63
Indonesian,09-02-1994,-172.39
Mediterranean,09-02-1994,36.12
Nino,09-02-1994,-2.63
North Atlantic,09-02-1994,34.67
North Pacific,09-02-1994,62.19
Pacific Ocean,09-02-1994,-3.28
Persian Gulf,09-02-1994,-4.47
Sea Japan,09-02-1994,85.45
South China,09-02-1994,-54.3
Southern Ocean,09-02-1994,-32.53
Tropics,09-02-1994,-11.54
World,09-02-1994,-8.45
Yellow Sea,09-02-1994,71.69
Adriatic Sea,09-03-1994,-13.21
Baltic Sea,09-11-1994,-76.35
North Sea,09-11-1994,-17.59
Sea Okhotsk,09-11-1994,14.11
Andaman Sea,09-12-1994,-56.54
